file,material,gender,corpus
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-109-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-110-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-111-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-112-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-113-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-114-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-115-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-116-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-117-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-118-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-119-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-120-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-121-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-122-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-123-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-124-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-125-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-126-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-127-fe_03_00029_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-128-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-129-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-130-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-131-fe_03_00029_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-132-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-133-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-134-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-135-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-136-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-137-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-138-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-139-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-140-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-141-fe_03_00029_B.wav,test,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-142-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-143-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-144-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-145-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-146-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-147-fe_03_00029_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-148-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-149-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-150-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-151-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-152-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-153-fe_03_00029_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-154-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-155-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-156-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-157-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-158-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-159-fe_03_00029_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-160-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-161-fe_03_00029_B.wav,test,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-162-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-163-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-164-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-165-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-166-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-167-fe_03_00029_B.wav,test,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-168-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-169-fe_03_00029_B.wav,test,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-170-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-171-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-172-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-173-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-174-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-175-fe_03_00029_B.wav,test,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-176-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-177-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-178-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-179-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-180-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-181-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-182-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-183-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-184-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-185-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-186-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-187-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-188-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-189-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-190-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-191-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-192-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-193-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-194-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-195-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-196-fe_03_00029_B.wav,dev,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-197-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-198-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-199-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-200-fe_03_00029_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-201-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-202-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-203-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-204-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-205-fe_03_00029_B.wav,train,female,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00029_slices/split-206-fe_03_00029_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-1-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-2-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-3-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-4-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-5-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-6-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-7-fe_03_00030_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-8-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-9-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-10-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-11-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-12-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-13-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-14-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-15-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-16-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-17-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-18-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-19-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-20-fe_03_00030_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-21-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-22-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-23-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-24-fe_03_00030_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-25-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-26-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-27-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-28-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-29-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-30-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-31-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-32-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-33-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-34-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-35-fe_03_00030_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-36-fe_03_00030_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-37-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-38-fe_03_00030_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-39-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-40-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-41-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-42-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-43-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-44-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-45-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-46-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-47-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-48-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-49-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-50-fe_03_00030_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-51-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-52-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-53-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-54-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-55-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-56-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-57-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-58-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-59-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-60-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-61-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-62-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-63-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-64-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-65-fe_03_00030_A.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-66-fe_03_00030_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-67-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-68-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-69-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-70-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-71-fe_03_00030_A.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-72-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-73-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-74-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-75-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-76-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-77-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-78-fe_03_00030_B.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-79-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-80-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-81-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-82-fe_03_00030_A.wav,train,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-83-fe_03_00030_B.wav,test,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-84-fe_03_00030_B.wav,dev,male,fisher
/home2/magics/corpora/fisher-english/fisher_eng_tr_sp_d1_wavs/slices/fe_03_00030_slices/split-85-fe_03_00030_B.wav,train,male,fisher
